,about,abv,apparence_avg,apparence_med,aroma_avg,aroma_med,beer_style,beer_url,brewer,est_cal,ibu,name,overall,overall_reviews,overall_reviews_med,palate_avg,palate_med,photo_url,rating_num,score,style,taste_avg,taste_med
2,"Cupulate Porter é uma cerveja escura com adição do Cupulate da Amazônia, chocolate feito com a semente do Cupuaçu (Theobroma Grandiflorum) ao invés do tradicional Cacau (Theobroma cacao). O Cupulate possui muitas semelhanças com o chocolate, como textura, gosto e calorias, exceto pelo aroma, que pode ser um pouco mais adocicado e intenso do que o chocolate tradicional. A Cupulate Porter apresenta coloração marrom profundo, com espuma bege abundante. No aroma e sabor, as características predominantes de maltes torrados conferem notas de café, chocolate e toffee. Receita feita em colaboração com Bodebrown e De Bora Bier.",5.9%,3.3,3.0,6.7,6.5,Porter,https://www.ratebeer.com/beer/amazon-beer-cupulate-porter/366551/,Amazon Beer,177,-,Amazon Beer Cupulate Porter,48,12.1,11.5,3.3,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_366551",12,3.20/5,36,6.3,6.0
3,"Uma cerveja única! O bacuri, fruta nativa da Amazônia, de produção extrativista, é utilizado nesta exótica receita. Com baixo teor alcoólico e muito refrescante, é bastante perfumada.",3.8%,3.1,3.0,5.4,5.5,Fruit Beer,https://www.ratebeer.com/beer/amazon-beer-forest-bacuri/193465/,Amazon Beer,114,-,Amazon Beer Forest Bacuri,21,9.8,11.0,2.9,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_193465",82,2.83/5,39,4.9,5.0
4,Amazon Forest Pilsen is craft brewed with Tettnanger Hops to create a fine refreshing pilsner full of Brazilian character. Previously 3.5%,4.1%,2.9,3.0,4.5,4.5,Pilsener,https://www.ratebeer.com/beer/amazon-beer-forest-pilsen/176556/,Amazon Beer,123,-,Amazon Beer Forest Pilsen,7,8.7,8.0,2.6,2.5,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_176556",77,2.33/5,14,4.1,3.5
5,No description available,8.6%,2.9,3.0,6.3,6.0,Imperial IPA,https://www.ratebeer.com/beer/amazon-beer-imperial-ipa-erva-chama/405683/,Amazon Beer,258,-,Amazon Beer Imperial IPA Erva Chama,48,12.8,13.0,3.1,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_405683",20,3.20/5,10,6.2,6.0
6,No description available,6.0%,3.0,3.0,4.7,5.0,Amber Ale,https://www.ratebeer.com/beer/amazon-beer-priprioca-red-ale/195587/,Amazon Beer,180,-,Amazon Beer Priprioca Red Ale,21,9.3,10.0,2.9,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_195587",29,2.80/5,22,4.9,5.0
7,No description available,4.8%,3.0,3.0,5.0,6.0,Pale Lager,https://www.ratebeer.com/beer/amazon-beer-river-lager/177904/,Amazon Beer,144,-,Amazon Beer River Lager,-,11.0,11.0,2.3333333333333335,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_177904",2,2.67/5,-,4.666666666666667,6.0
8,"Uma ale refrescante, condimentada de médio a forte, coloração amarelo ouro, alta carbonatação, moderado amargor, extremamente seca e com certa acidez. A novidade nesta cerveja é o Puxuri, semente amazônica que traz um caráter distinto de eucalipto, hortelã e anis estrelado, mas com o nosso ""terroir"". Imperdível!",6.2%,4.0,4.0,8.0,8.0,Saison,https://www.ratebeer.com/beer/amazon-beer-saison-puxuri/593838/,Amazon Beer,186,32,Amazon Beer Saison Puxuri,-,16.0,16.0,4.0,4.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_593838",1,3.15/5,-,8.0,8.0
9,No description available,4.7%,2.7,3.0,5.9,6.0,Witbier,https://www.ratebeer.com/beer/amazon-beer-tapereb-a-witbier/185190/,Amazon Beer,141,-,Amazon Beer Taperebá Witbier,34,11.5,11.5,2.8,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_185190",49,2.99/5,42,5.8,6.0
0,No description available,4.0%,3.6666666666666665,4.0,6.777777777777778,7.0,American Pale Ale,https://www.ratebeer.com/beer/838-pale-ale/434662/,Ambev (AB InBev),120,10,838 Pale Ale,-,13.555555555555555,14.0,3.3333333333333335,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_434662",7,3.25/5,-,7.111111111111111,7.0
1,"A Cerveja Adriática é uma cerveja composta por água, lúpulo e malte, ou seja, puro malte nacional. A composição dessa cerveja é inspirada nas antigas receitas do Alemão, Heinrich Thielen, fundador da Cervejaria Adriática em Ponta Grossa, mesma fábrica que lançou a Cerveja Original em 1906. A Cerveja Adriática está disponível na clássica embalagem de 600 ml e pode ser encontrada em bares selecionados nos estados do Paraná, São Paulo e Rio de Janeiro.",4.9%,4.0,4.0,6.0,6.0,Premium Lager,https://www.ratebeer.com/beer/adri-atica/489708/,Ambev (AB InBev),147,-,Adriática,-,12.0,12.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_489708",1,2.96/5,-,6.0,6.0
2,No description available,4.3%,2.6,3.0,3.9,3.5,Schwarzbier,https://www.ratebeer.com/beer/antarctica-malzbier/766/,Ambev (AB InBev),129,-,Antarctica Malzbier,5,7.3,6.0,2.3,2.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_766",19,2.10/5,1,3.6,3.0
3,Brewed in very limited amounts and is distributed in the states of Paraná and São Paulo in Brazil.,5.1%,2.3333333333333335,2.0,3.888888888888889,4.0,Pilsener,https://www.ratebeer.com/beer/antarctica-original/773/,Ambev (AB InBev),152,-,Antarctica Original,7,7.444444444444445,7.0,2.111111111111111,2.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_773",55,2.34/5,15,4.111111111111111,5.0
4,"Like all typical Pilsen style beer, this one is clear and produced with bottom fermentation. Antarctica Company main product, beer comprised by ordinary original extract, light color, bottom fermentation, mild aroma, flavor and bitterness.",4.9%,2.7,3.0,4.3,4.0,Pale Lager,https://www.ratebeer.com/beer/antarctica-pilsen/762/,Ambev (AB InBev),147,-,Antarctica Pilsen,1,8.1,8.5,2.5,2.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_762",143,1.71/5,12,4.4,4.0
5,Duplamente filtrada abaixo de 0ºC.,4.6%,2.1,2.0,2.8,3.0,Pale Lager,https://www.ratebeer.com/beer/antarctica-sub-zero/115547/,Ambev (AB InBev),138,-,Antarctica Sub Zero,1,4.8,5.0,1.8,2.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_115547",18,1.78/5,18,2.8,3.0
6,"Cerveja de trigo, refrescante e leve como os voos do 14-Bis. Com aroma frutado, que lembra banana e cravo por conta da sua fermentação, seu paladar tem o equilíbrio perfeito entre o toque adocicado do malte e uma sutil citricidade. Harmoniza com massas, saladas, frutos do mar e banana caramelizada.",5.0%,3.3333333333333335,3.0,6.333333333333333,6.0,German Hefeweizen,https://www.ratebeer.com/beer/bohemia-14-weiss/546981/,Ambev (AB InBev),150,-,Bohemia 14-weiss,-,13.0,13.0,3.3333333333333335,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_546981",3,3.09/5,-,7.0,7.0
7,"Inspirado no nascer do Sol, que todos os dias aparece entre as montanhas, a Bohemia Aura Lager faz alusão à aurora petropolitana. Uma Vienna Lager, clássico estilo que tem a mesma essência acolhedora de Petrópolis. Possui notas de malte e suave aroma de lúpulo. Harmoniza com carnes e legumes grelhados, frango assado, comidas alemãs e queijos curados.",5.0%,3.7777777777777777,4.0,6.222222222222222,6.0,Amber Lager/Vienna,https://www.ratebeer.com/beer/bohemia-aura-lager/436635/,Ambev (AB InBev),150,-,Bohemia Aura Lager,50,13.444444444444445,14.0,3.3333333333333335,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_436635",10,3.22/5,96,6.666666666666667,7.0
8,"Combinando a suavidade dos maltes de trigo com aroma natural de pimenta rosa, Bela Rosa é uma cerveja estilo witbier de corpo médio e refrescante, possui aromas cítricos, herbais e de especiarias como coentro. Seu sabor traz notas leves de pimenta rosa, equilibradas com um baixo amargor.",5.2%,2.7,3.0,5.0,5.5,Witbier,https://www.ratebeer.com/beer/bohemia-bela-rosa/344446/,Ambev (AB InBev),156,10,Bohemia Bela Rosa,10,9.4,9.0,2.6,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_344446",21,2.47/5,4,5.0,5.0
9,"Dourada e encorpada, Caá-Yari é uma cerveja que une o estilo Belgian Blond Ale a uma receita especialmente elaborada com erva mate. Essa combinação única forma uma espuma cremosa e traz aromas de mate e especiarias, provenientes da fermentação. Seu sabor maltado revela ainda notas alcoólicas e médio amargor.",6.5%,3.5,3.0,6.2,6.5,Belgian Ale,https://www.ratebeer.com/beer/bohemia-ca-a-yari/344448/,Ambev (AB InBev),195,17,Bohemia Caá-Yari,35,12.0,12.5,3.1,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_344448",21,2.97/5,34,6.5,7.0
10,No description available,4.0%,3.3333333333333335,3.0,6.0,5.0,Porter,https://www.ratebeer.com/beer/bohemia-chocolatier/271786/,Ambev (AB InBev),120,-,Bohemia Chocolatier,-,10.0,10.0,2.0,2.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_271786",2,2.95/5,-,5.666666666666667,5.0
11,Inspired by the artisanal tradition of Belgian monks and prepared exclusively by the Beer Master of Bohemia.,6.2%,2.6,3.0,4.9,5.0,Belgian Ale,https://www.ratebeer.com/beer/bohemia-confraria/51758/,Ambev (AB InBev),186,-,Bohemia Confraria,38,9.5,10.0,2.8,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_51758",45,2.97/5,36,5.1,5.0
12,No description available,5.0%,3.1,3.0,5.6,6.0,Amber Lager/Vienna,https://www.ratebeer.com/beer/bohemia-escura/42373/,Ambev (AB InBev),150,-,Bohemia Escura,15,11.1,11.0,2.8,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_42373",41,2.60/5,40,5.3,5.0
13,"NASCIDA PARA CELEBRAR! Foi com esse espírito que surgiu a Bohemia Imperial, uma edição comemorativa à abertura das portas da Cervejaria Bohemia, em Petrópolis, para a visitação. Sua receita foi inspirada nas cervejas que eram servidas em ocasiões especiais na época do império, com um toque contemporâneo do nosso Mestre Cervejeiro. Produzida em lotes limitados, em uma combinação de 3 tipos de malte e um lúpulo raro, tem aroma e sabor marcantes, além de uma cor levemente acobreada.",5.2%,3.9,4.0,6.1,6.0,Premium Lager,https://www.ratebeer.com/beer/bohemia-imperial/207319/,Ambev (AB InBev),156,-,Bohemia Imperial,28,11.7,12.5,3.2,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_207319",17,2.87/5,66,6.1,6.5
14,"Jabutipa é uma cerveja puro malte tipo India Pale Ale, que une o amargor elevado característico do estilo ao sabor brasileiro da jabuticaba. Sua cor acobreada e límpida é acompanhada por um respeitável colarinho, trazendo aromas da própria jabuticaba e do lúpulo generoso da receita. Encorpada, tem notas alcoólicas e maltadas, com amargor intenso e agradável.",6.5%,3.2,3.0,5.5,6.0,India Pale Ale (IPA),https://www.ratebeer.com/beer/bohemia-jabutipa/344445/,Ambev (AB InBev),195,55,Bohemia Jabutipa,24,10.1,11.0,2.7,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_344445",24,2.86/5,4,5.3,6.0
15,"A Cerveja Bohemia Magna Pils foi criada em homenagem à leveza dos jardins de hortênsias de Petrópolis. Com o estilo German Pils , ela é refrescante e carrega consigo notas florais de lúpulos nobres alemães. De coloração dourada, o líquido mistura o dulçor do malte com o amargor do lúpulo que resultam em uma cerveja equilibrada e leve. Tem 4,8% de teor alcoolico e combina perfeitamente com frutos do mar, pizzas leves, brusqueta com manjericão e salada caesar. Berço da Cervejaria Bohemia, Petrópolis também é conhecida como a “Cidade das Hortênsias”. As flores que dão vida às suas ruas desde o século XIX foram a inspiração para a Bohemia Magna Pils, uma refrescante cerveja do estilo German Pils que carrega consigo notas florais de lúpulos nobres alemães e a presença de malte no sabor. “Esta delicada cerveja foi criada em homenagem à leveza dos jardins de hortênsias da nossa querida Petrópolis”, conta Raphael Rizzo, gerente do complexo da Cervejaria Bohemia. O novo rótulo chega para completar a família que já conta com as premiadas Bohemia 838 Pale Ale, Bohemia Aura Lager e Bohemia 14-Weiss – lançadas em 2016 – e que resgatam a herança cultural e as belezas naturais da região serrana do Rio de Janeiro.",4.8%,3.6666666666666665,4.0,7.666666666666667,8.0,Pilsener,https://www.ratebeer.com/beer/bohemia-magna-pils/551313/,Ambev (AB InBev),144,22,Bohemia Magna Pils,-,14.666666666666666,14.0,3.3333333333333335,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_551313",3,3.25/5,-,7.333333333333333,7.0
16,"Translation from Portuguese: Extra Dark Beer With Oak. An exclusive recipe of the Bohemia brewmaster, brewed with oak. Limited edition.",6.0%,3.75,4.0,4.5,5.0,Amber Lager/Vienna,https://www.ratebeer.com/beer/bohemia-oaken/113260/,Ambev (AB InBev),180,-,Bohemia Oaken,-,11.25,11.0,2.5,2.5,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_113260",4,2.75/5,-,5.5,5.5
17,"No início a Bohemia seguia a receita tradicional alemã, com sabor amargo e forte. Hoje é composta de extrato primitivo comum, tem baixa fermentação, seu aroma e sabor são suaves e seu amargor é diferenciado.",5.1%,2.6,3.0,5.0,5.0,Pale Lager,https://www.ratebeer.com/beer/bohemia-pilsen/24536/,Ambev (AB InBev),152,-,Bohemia Pilsen,4,8.5,9.5,2.7,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_24536",133,2.14/5,51,5.2,5.0
18,No description available,-,3.5,3.5,7.5,7.5,Barley Wine,https://www.ratebeer.com/beer/bohemia-reserva/455675/,Ambev (AB InBev),-,-,Bohemia Reserva,-,17.0,17.0,3.5,3.5,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_455675",2,3.28/5,-,8.0,8.0
19,No description available,6.0%,4.5,4.5,7.5,7.5,Amber Ale,https://www.ratebeer.com/beer/bohemia-royal-ale/49562/,Ambev (AB InBev),180,-,Bohemia Royal Ale,-,16.0,16.0,4.5,4.5,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_49562",2,3.07/5,-,8.0,8.0
20,"Criação exclusiva do nosso Mestre Cervejeiro, Bohemia Royale foi inspirada na primeira Amber Lager do mundo. Feita exclusivamente em Petrópolis, é uma releitura da clássica receita nascida em Viena, com notas marcantes de maltes torrados e levemente adocicada. Na época do seu surgimento, em 1841, Dom Pedro II assumia o trono do Brasil e batizava a cidade serrana do Rio de Janeiro de Petrópolis. Pouco depois, em 1853, surge a Cervejaria Bohemia.",5.1%,,,,,Amber Lager/Vienna,https://www.ratebeer.com/beer/bohemia-royale/279561/,Ambev (AB InBev),153,-,Bohemia Royale,-,,,,,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_279561",Ratings,-/5,-,,
21,"After years traveling throughout Europe in search of the traditions that originated the first wheat beers in the Old World, the challenge was to captivate the demanding and fine taste of Brazilians. The result was a perfect recipe that is adequate to our climate and taste. After all this time, your Bohemia Weiss is back. This surely deserves a toast. Now you can appreciate this exclusive style whenever you wish. This beer is being produced in Brazil with the care and attention it deserves, and with all the ingredients that make it so special: the French wheat malt, hops and yeast from Germany. Bohemia Weiss is a wheat beer that presents a natural color, and refreshing aroma from fruit and spices.",5.6%,3.1,3.0,5.3,6.0,German Hefeweizen,https://www.ratebeer.com/beer/bohemia-weiss/42372/,Ambev (AB InBev),168,-,Bohemia Weiss,43,11.3,11.0,2.9,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_42372",28,3.04/5,64,5.3,5.5
22,"Commercial info: O Chopp Brahma Black é um produto premium, tipo Lager escura, que apresenta a cremosidade extra e o efeito visual tipo cascata como diferenciais. Tudo isso graças ao processo de fabricação especial, que conta com uma tecnologia inédita, que adiciona ao líquido, além de gás carbônico, mitrogênio. O Resultado é um líquido mais leve e suave, com o mesmo teor alcóolico do chopp Brahma já conhecido e aprovado por você. English: The Brahma Black Draft is a product premium, dark Lager type, that presents the extra creamness and the visual effect type cascade as distinguishing. Everything this thanks to the process of special manufacture, that counts on an unknown technology, that adds to the liquid, beyond carbonic gas, nitrogen. The Result is a lighter and soft liquid, with the same alcóolico text of the Brahma Draft already known and approved by you.",4.7%,4.222222222222222,4.0,5.666666666666667,6.0,Schwarzbier,https://www.ratebeer.com/beer/brahma-black-chopp-escuro/32352/,Ambev (AB InBev),141,-,Brahma Black (Chopp Escuro),27,12.666666666666666,12.0,3.888888888888889,4.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_32352",22,2.84/5,24,6.222222222222222,6.0
23,"This is a beer with special characteristics: reddish, full-bodied, high alcohol content, and a strong, pronounced taste.",6.2%,3.0,3.0,4.0,4.0,Dunkler Bock,https://www.ratebeer.com/beer/brahma-bock/4111/,Ambev (AB InBev),186,-,Brahma Bock,-,7.0,8.0,2.0,2.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_4111",4,2.37/5,-,3.5,4.0
24,"Bottle, keg and can: Filtered. First brewed in 1909 as a draft (chopp) beer. Launched as a bottled beer in 1934. ""Light, bright and crystalline beer. It is lighter, with the classic mouthfeel of a lager beer, strong body flavor, neutral aroma, bitterness level less accentuated and medium alcoholic content.""",5.0%,2.111111111111111,2.0,3.111111111111111,3.0,Pale Lager,https://www.ratebeer.com/beer/brahma-chopp/4109/,Ambev (AB InBev),150,-,Brahma Chopp,1,7.777777777777778,7.0,1.7777777777777777,2.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_4109",238,1.73/5,13,4.0,4.0
